,neighborhood_code,neighborhood_group,neighborhood
1743,2240.05,24023.0,"REMINGTON RANCH SEC 6,7"
1744,2240.06,24023.0,"REMINGTON RANCH SEC 9,14,23,24"
1745,2240.07,24023.0,"REMINGTON RANCH SEC 15,16,17,20"
1746,2240.08,24023.0,"REMINGTON RANCH PT SEC 8,12,25.26,27"
1747,2240.09,24023.0,REMINGTON RANCH PT SEC 8
1748,2241.0,24023.0,NORTH VIEW PT.1
1749,2241.01,24023.0,"IMPERIAL GARDEN SEC 1,2,3,4"
1750,2242.0,24023.0,NORTH VIEW PT. 1
1751,2242.01,24023.0,NORTH VIEW WEST 1
1752,2242.02,24023.0,NORTH VIEW WEST 2
1753,2242.03,24023.0,"WILLOW WEST #2,3,4"
1754,2242.04,24023.0,NORTH VIEW WEST SEC 1
1755,2242.05,24023.0,NORTHVIEW PLACE SEC 1
1756,2242.06,24023.0,NORTHVIEW PARK SEC 4
1757,2242.07,24023.0,NORTHVIEW PLACE SEC 2
1758,2242.08,24023.0,IMPERIAL RIDGE SEC 1
1759,2242.09,24023.0,"NORTHVIEW PLACE SEC. 3,4,5,6"
1760,2243.0,24024.0,"NORTH FOREST 1,2,3"
1761,2243.01,24023.0,NORTHRIDGE PARK SEC 1-3
1762,2243.02,24023.0,"NORTHRIDGE PARK WEST SEC 1,2"
1763,2243.03,24023.0,NORTHRIDGE PARK WEST SEC. 4
1764,2243.1,24001.0,SCIAACA RD & SPRING CREEK DR
1765,2243.11,24001.0,SPRING CREEK DR
1766,2244.0,24001.0,M/R
1767,2244.01,24025.0,"SPRING LAKES #1,4,5,11"
1768,2244.02,24025.0,SPRING LAKES #2.3
1769,2244.03,24025.0,SPRING LAKES SEC 6
1770,2244.04,24025.0,SPRING LAKES SEC 7
1771,2244.05,24025.0,SPRING LAKES SEC 12 & 13
1772,2244.06,24025.0,SPRING LAKES SEC 9 & 14
1773,2244.07,24025.0,"SPRING LAKES SEC 10,15"
1774,2244.08,24025.0,SPRING LAKES SEC 14
1775,2244.09,24025.0,SPRING LAKES SEC 8
1776,2244.1,24025.0,SPRING FALLS SEC 1
1777,2245.0,24001.0,M/R
1778,2245.01,24025.0,"CYPRESSWOOD LAKE PT #1-2,#3"
1779,2245.02,24025.0,CYPRESSWOOD LAKE PT #1-2
1780,2245.03,24025.0,CYPRESSWOOD LAKE PT SEC 2
1781,2245.04,24025.0,CYPRESSWOOD LAKE SEC. 4
1782,2245.05,24025.0,CYPRESWOOD LAKE SEC 5
1783,2245.06,24025.0,CYPRESWOOD LAKE SEC 6
1784,2246.0,24001.0,MINTZ
1785,2246.01,24025.0,HANNOVER FOREST SEC. 1
1786,2246.02,24025.0,HANOVER SPRINGS SEC 1 & 2
1787,2247.0,24014.0,OLDE OAKS 6
1788,2248.01,24025.0,SPRING PARK VILLAGE
1789,2248.02,24025.0,"HIGHLAND GLEN SEC 1,2,4"
1790,2249.0,24008.0,BIRNAM WOOD PT 5
1791,2249.01,24007.0,BIRNAM WOOD PT 5
1792,225.0,4131.0,"FIRST BEND SEC 1,2"
1793,225.01,4131.0,FIRST BEND SEC 3
1794,225.02,4131.0,"FIRST BEND SEC 4,7,10,12"
1795,225.05,4131.0,"FIRST BEND SEC 5,6,8,9"
1796,2250.0,24003.0,WESTFIELD LANDING T/H CONDO
1797,2250.01,24025.0,SPRING PINES SEC 1
1798,2250.02,24025.0,NORTH SPRING SEC 15
1799,2251.0,24005.0,NORTH SPRING 8
1800,2251.01,24025.0,NORTH SPRING SEC 12
1801,2251.02,24025.0,VILLAGES OF SPRING OAKS SEC 1
1802,2251.03,24005.0,NORTH SPRING SEC 14
1803,2251.04,24025.0,VILLAGES OF SPRING OAKS SEC 2
1804,2251.05,24025.0,VILLAGES OF SPRING OAKS SEC 3
1805,2251.06,24025.0,VILLAGES OF SPRING OAKS SEC 4
1806,2251.07,24025.0,"BRECKENRIDGE FOREST 1,2,3"
1807,2251.08,24025.0,"BRECKENRIDGE SEC 4,5,6,7,8"
1808,2251.09,24025.0,BRECKENRIDGE FOREST NORTH SEC 1
1809,2251.1,24025.0,FOREST POINT AT CYPRESSWOOD
1810,2251.11,24025.0,"BRECKENRIDGE PARK SEC 2, 2ND PAR R/P"
1811,2251.12,24025.0,BRECKENRIDGE FOREST SEC 9-10
1812,2251.13,24025.0,"BRECKENRIDGE FOREST SEC 11,13"
1813,2252.0,24003.0,VILLAS OF WESTADOR CONDO
1814,2252.01,24003.0,COLONIAL VLG-BARREN SPR CONDO
1815,2252.02,24003.0,CORNERSTONE TH
1816,2252.11,24025.0,BRECKENRIDGE FOREST NORTH SEC 2
1817,2253.0,24003.0,INVERNESS OF WESTADOR
1818,2253.01,24025.0,BRADBURY FOREST SEC 1
1819,2253.02,24025.0,"BRADBURY FOREST SEC 3,4"
1820,2253.03,24025.0,BRADBURY FOREST SEC 2
1821,2253.04,24025.0,BRADBURY FOREST SEC 5
1822,2253.06,24025.0,BRADBURY FOREST SEC 6
1823,2253.07,24025.0,BRADBURY FOREST SEC 7
1824,2253.1,24025.0,HARPER WOODS
1825,2254.0,24025.0,AUDUBON GROVE @ SPRINGWOODS VLG 1
1826,2254.01,24003.0,RED OAK T/H CONDO
1827,2255.02,5051.0,M/R
1828,2255.03,5057.0,CROSBY TOWNSITE  PT. (MR)
1829,2255.04,5051.0,M/R
1830,2255.05,5051.0,M/R
1831,2255.06,5051.0,M/R
1832,2255.07,5051.0,M/R
1833,2255.08,5051.0,M/R
1834,2255.09,5051.0,M/R
1835,2255.1,5051.0,"PARISH ROAD ESTATES SEC 2,3"
1836,2255.11,5051.0,PARISH LAKE ESTATES R/P
1837,2255.12,5051.0,PARISH LAKE ESTATES
1838,2255.13,5051.0,ABST J MALLEY / WS SPRECHER
1839,2255.14,5051.0,PT ABST 84 R WHITE & HT BRR CO.
1840,2255.15,5051.0,TONYS ACRES
1841,2255.16,5051.0,PT ABST J MALLEY & HT BRR CO SEC.1
1842,2255.17,5051.0,ELENA FRUIT & COTTON FARMS B
1843,2256.0,5056.0,"NEWPORT 2,3 (OFF GOLF COURSE)"
1844,2256.01,5056.0,COUNTRY CLUB ESTATES & NEWPORT SEC 4 R/P
1845,2256.02,5056.0,COUNTRY CLUB ESTATES
1846,2256.03,5051.0,FAIR ACRES
1847,2256.04,5051.0,BANANA BEND ESTATES
1848,2256.05,5056.0,"NEWPORT PT 2,4 OFF GC YB>91"
1849,2256.06,5051.0,ROLLAND HTS.
1850,2256.07,5052.0,D. HECHLER ESTATES
1851,2256.08,5051.0,SPINDLE TOP
1852,2256.09,5057.0,CROSBY TOWNSITE PT. & MCKINNEY
1853,2256.12,5056.0,NEWPORT SEC 12
1854,2257.0,5053.0,"NEWPORT 1, PT. 7"
1855,2257.01,5055.0,GRACE TIMBERS
1856,2257.02,5056.0,DEERPOINTE
1857,2257.03,5054.0,CROSBY LYNCHBURG SUB.
1858,2257.04,5051.0,CEDAR BAYOU VENTURE
1859,2257.05,5055.0,COUNTRY VILLAGE EST.
1860,2257.06,5057.0,A-641 J. QUINLAN
1861,2257.07,5057.0,A-770 B.F. TANKERSLEY
1862,2257.08,5057.0,A-838 W. WILSON
1863,2257.09,5051.0,HONEY TREE COUNTRY U/R A-1384
1864,2258.0,5053.0,NEWPORT PT. #7
1865,2258.01,5051.0,COTTAGE GROVE
1866,2258.02,5051.0,GUM GULLY VILLAGE
1867,2258.03,5057.0,TIMBERVIEW
1868,2258.04,5052.0,BOHEMIAN HALL
1869,2258.05,5052.0,T. TOBY (GREEN ACRES)
1870,2258.06,5052.0,DUSTIN OAKS SEC 1
1871,2258.07,5052.0,MERRILL HEIGHTS
1872,2258.08,5052.0,VALLEES
1873,2258.09,5052.0,KRENEK ROAD
1874,2258.1,5052.0,JULIANNE MEADOWS
1875,2259.0,5053.0,FAIRWAY PORT CONDO
1876,226.0,4086.0,"TOWNE LAKE SEC 1,6, Pt 11,12,14,16 & R/P"
1877,226.01,4086.0,TOWNE LAKE SEC 2
1878,226.02,4086.0,TOWNE LAKE SEC 4 & PT R/P & PT 11
1879,226.03,4086.0,"TOWNE LAKE SEC 3, 5, 20 & PT 24"
1880,226.04,4086.0,TOWNE LAKE SEC 9
1881,226.05,4086.0,"TOWNE LAKE SEC 5,13,19,20,24"
1882,226.06,4086.0,"TOWNE LAKE SEC 18, 18 R/P, 23,25"
1883,226.08,4086.0,"TOWNE LAKE SEC 7, 10, 22, 26, PT 39"
1884,226.09,4086.0,TOWNE LAKE 17
1885,226.1,4086.0,TOWNE LAKE PT SEC 8
1886,226.11,4086.0,TOWNE LAKE PT SEC 27 SM LTS
1887,226.12,4086.0,TOWNE LAKE GREENE SEC 1-5
1888,226.13,4086.0,TOWNE LAKE PT SEC 28
1889,226.14,4086.0,TOWNE LAKE SEC 29
1890,226.15,4086.0,TOWNE LAKE SEC 31
1891,226.16,4086.0,TOWNE LAKE SEC 15
1892,226.17,4086.0,TOWNE LAKE SEC 27
1893,226.18,4086.0,"TOWNE LAKE SEC 32, 32 R/P"
1894,226.19,4086.0,"TOWNE LAKE SEC PT 34, 35, 36"
1895,226.2,4086.0,TOWNE LAKE SEC 33
1896,226.21,4086.0,TOWNE LAKE SEC 28 & SEC 42 LARGE LOTS
1897,226.22,4086.0,TOWNE LAKE SEC 40 (LG LOTS) & PAR R/P
1898,226.23,4086.0,"TOWNE LAKE SEC 40, 44 (SMALL LOTS)"
1899,226.24,4086.0,TOWNE LAKE SEC 30
1900,226.28,4086.0,"TOWNE LAKE SEC 42, 45 & PT 39"
1901,226.29,4086.0,TOWNE LAKE SEC 46 & PT 34 AMEND
1902,226.3,4086.0,TOWNE LAKE SEC 37
1903,226.4,4086.0,TOWNE LAKE SEC 43
1904,226.41,4086.0,TOWNE LAKE SEC 47
1905,226.42,4086.0,TOWNE LAKE SEC 46
1906,2260.0,5053.0,"NEWPORT #3,5,6,11"
1907,2260.01,5053.0,NEWPORT COURT
1908,2261.0,5053.0,NEWPORT #10
1909,2262.0,5053.0,NEWPORT #8
1910,2262.01,5053.0,NEWPORT SEC 8 YB>92
1911,2262.02,5053.0,SEVEN OAKS NORTH & SOUTH
1912,2262.08,5053.0,NEWPORT SEC 8 PAR R/P
1913,2262.09,5053.0,NEWPORT SEC 9
1914,2263.0,5056.0,"COUNTRY CLUB VILLA  1,2 N/P"
1915,2263.01,5056.0,NEWPORT PT. 2 & 4 (GOLF COURSE
1916,2263.02,5056.0,OAKS AT NEWPORT
1917,2263.03,5056.0,VILLAS AT NEWPORT
1918,2264.0,5055.0,LAKE SHADOWS
1919,2264.01,5055.0,"LAKE SHADOWS 1,2,4 & ESTATES (WATERFT)"
1920,2264.02,5055.0,"LAKE SHADOWS 1,2,4 YB>89"
1921,2265.0,5053.0,CROSBY VILLAGE SEC 1
1922,2265.01,5053.0,"CROSBY VILLAGE SEC 2,3"
1923,2266.0,5055.0,INDIAN SHORES
1924,2266.01,5055.0,INDIAN SHORES (WATERFRT)
1925,2266.02,5057.0,KRYSTAL'S COVE
1926,2266.03,5051.0,SAN JACINTO PLANTATION #1
1927,2267.0,5055.0,LAKE SHADOWS
1928,2267.01,5055.0,"LAKE SHADOWS 3 RP, 5 YB>89, 7"
1929,2267.02,5055.0,LAKE SHADOWS SEC 6
1930,2267.03,5051.0,DEER RUN ESTATES SEC 1
1931,2268.0,5055.0,RUSTIC ACRES/KEITHLY ESTATE
1932,2268.01,5053.0,KODIAK CROSSING SEC 1
1933,2269.0,5054.0,DREAMLAND
1934,2269.01,5051.0,VISION ESTATES SEC 1
1935,227.0,4131.0,COVE SEC 2
1936,227.01,4131.0,"COVE SEC 3,9,10 & WATER HAVEN AT BRIDGELND 2-5,7,8"
1937,227.02,4131.0,COVE SEC 5.7
1938,227.03,4131.0,"COVE SEC 4,6"
1939,227.04,4131.0,"WATER HAVEN AT BRIDGELAND SEC 4, 5"
1940,227.05,4131.0,"WATER HAVEN AT BRIDGELAND SEC 6, 9"
1941,2270.0,5054.0,DREAMLAND
1942,2271.0,5052.0,RUNNEBERG
1943,2272.0,5053.0,PATIO WOODS P/H
1944,2273.0,5051.0,COUNTRY OAKS MH U/R
1945,2274.0,5051.0,CROSBY WOODS
1946,2274.09,5051.0,TALL CEDARS 1 & 11 DWGS
1947,2275.0,5051.0,HEATHER GATE ESTATES (MH)
1948,2275.01,5051.0,TALL CEDARS II (MH)
1949,2275.02,5051.0,TALL CEDARS I (MH)
1950,2275.03,5051.0,LAKESIDE ESTATES (MH/RI1)
1951,2275.04,5051.0,DAIRY OAKS ACRES
1952,2275.05,5051.0,"C.F. RAMSEY #2, TIERRA DEL REY"
1953,2275.06,5051.0,GATEWOOD
1954,2275.07,5051.0,HARVEY ROAD ESTATES
1955,2275.08,5057.0,CROSBY ESTATES
1956,2275.09,5051.0,CROSBY MEADOWS
1957,2276.01,5057.0,BURRIS ADD'N 1ST & 2ND
1958,2276.02,5051.0,HIGHLAND MOBILE ESTATES
1959,2276.03,5051.0,APACHE LAND
1960,2276.04,5051.0,HIGHLAND RIDGE
1961,2276.05,5051.0,CEDAR GROVE ADDITION
1962,2276.06,5054.0,ARCADIAN GARDENS
1963,2276.07,5054.0,RIVERDALE
1964,2276.08,5054.0,ST. CHARLES PLACE #1
1965,2276.09,5054.0,ST. CHARLES PLACE #2
1966,2277.0,5055.0,TERRAMARE SEC. 1
1967,2277.01,5051.0,"SANDBAR EST. 1,2,3"
1968,2277.02,5055.0,A-542 J. MCGAHEY
1969,2277.03,5051.0,MATHERINE SUB.
1970,2277.04,5052.0,H. DAVIS S/D
1971,2277.05,5051.0,SEALE SUB
1972,2277.06,5051.0,CANDLEWICK FARMS
1973,2277.07,5051.0,R. WHITE
1974,2277.08,5051.0,A-37 H. JACKSON
1975,2277.09,5051.0,BLACK HOPE ADDITION
1976,228.0,4085.0,"COLLEGE PARK WEST SEC 1 (LG LTS), 2, 5"
1977,228.01,4085.0,"COLLEGE PARK WEST SEC 1 (SMALL LTS), 3, 4"
1978,229.0,4131.0,LAKELAND HEIGHTS 1-9 & 1 R/P
1979,229.01,4131.0,"BRIDGELAND HIDDEN CREEK SEC 1,2,3"
1980,229.02,4131.0,"BRIDGELAND HIDDEN CREEK SEC 5,6,7,10,15,23,33"
1981,229.03,4131.0,BRIDGELAND HIDDEN CREEK SEC 11
1982,229.04,4131.0,"BRIDGELAND HIDDEN CREEK SEC 12, 14, 24, 25"
1983,229.05,4131.0,"BRIDGELAND HIDDEN CREEK SEC 16, 21,32"
1984,229.06,4131.0,"BRIDGELAND HIDDEN CREEK SEC 17,18"
1985,229.07,4131.0,"BRIDGELAND HIDDEN CREEK SEC 29,30"
1986,229.08,4131.0,"BRIDGELAND HIDDEN CREEK SEC 19,20"
1987,229.09,4131.0,BRIDGELAND HIDDEN CREEK SEC 22
1988,229.4,4170.0,BRIDGELAND PARKLAND VILLAGE SEC 1
1989,229.41,4170.0,"BRIDGELAND PARKLAND VILLAGE SEC 2,4,8,9"
1990,229.42,4170.0,"BRIDGELAND PARKLAND VILLAGE SEC 3,6"
1991,229.43,4170.0,BRIDGELAND PARKLAND VILLAGE SEC 5
1992,23.0,4003.0,"COPPERFIELD SOUTHDOWN VLG 1,2"
1993,23.01,4003.0,COPPERFIELD SOUTHDOWN VLG 3-8
1994,23.03,4019.0,COPPERFIELD SOUTHCREEK VLG #1
1995,23.06,4019.0,COPPERFIELD NTHMD VLG #1
1996,23.07,4018.0,COPPERFIELD ND SEC. 3-R/P
1997,23.08,4085.0,"COPPERFIELD W.CREEK VIL #1,2"
1998,23.09,4086.0,COPPERFIELD WESTCREEK VLG 3
1999,230.0,4163.0,ALDER TRAILS SEC 1-7
2000,230.02,4163.0,"ALDER TRAILS SEC 8,9"
2001,231.0,4157.0,"CYPRESS OAKS SEC 1, 2"
2002,2331.01,6006.0,"STERLING GREEN SO. 2,3,4 YB>90"
2003,2331.02,6006.0,STERLING GREEN SOUTH SEC 1
2004,2331.03,6006.0,"STERLING GREEN SOUTH 2,2ND R/P"
2005,2331.04,6006.0,STERLING GREEN SO.GOV SUBZD
2006,2332.0,6006.0,"STERLING GRN SO.PT 2,3 RP, & 4"
2007,2332.01,6006.0,STERLING GREEN SOUTH SEC 6
2008,2332.02,6006.0,"STERLING GREEN SOUTH 2,3RD R/P"
2009,2332.03,6006.0,STERLING GREEN SO SEC 8&9
2010,2333.0,6003.0,"CHANNELWOOD 1,2"
2011,2334.0,6004.0,TWINLAND ESTATES
2012,2335.0,6002.0,"STERLING GREEN 5,9"
2013,2336.0,6002.0,STERLING GREEN 1-4
2014,2337.0,6002.0,STERLING GREEN 8
2015,2337.01,6002.0,STERLING GREEN 10 R/P
2016,2338.0,6003.0,STERLING FOREST 1-6
2017,2338.01,6003.0,SHADOWGLEN 1-3
2018,2338.02,6006.0,SHELDON RANCH
2019,2340.01,6002.0,FOREST RIVER ESTATES
2020,2341.0,6004.0,MILLER LANDING
2021,2341.01,6001.0,RAYWOOD
2022,2341.02,6005.0,PORT HOUSTON PARK
2023,2341.03,6001.0,PATTERSON
2024,2341.04,6001.0,OLD RIVER MANOR
2025,2341.05,6004.0,OLD RIVER TERRACE PT. 3
2026,2341.07,6001.0,SUNNY TERRACE
2027,2341.08,6001.0,DELL DALE
2028,2342.0,6001.0,M/R
2029,2342.01,6003.0,"OLD RIVER TER 1,2 PT. 3,4,5"
2030,2342.03,6004.0,WEST ACRES
2031,2342.04,6001.0,LAKESIDE PARK/LAKEVIEW WTRFRT
2032,2342.05,6001.0,CHANNELVIEW/DEZAVALLA ACRES
2033,2342.06,6001.0,LAKESIDE PARK ESTATES
2034,2342.07,6001.0,LAKEVIEW HOMES
2035,2342.08,6001.0,OLD RIVER HEIGHTS
2036,2342.09,6004.0,OLD RIVER ACRES PT. 2
2037,2343.0,6004.0,GRANGERS
2038,2343.01,6001.0,CHANNELVIEW VILLAGE/OTHERS
2039,2343.02,6001.0,OLD RIVER COURT
2040,2343.03,6002.0,PLACE ON WOODLANDS
2041,2343.04,6004.0,SAN JACINTO TERRACE
2042,2343.05,6001.0,SAN JACINTO RIVER ESTATES 1
2043,2343.06,6001.0,MONROE PLACE
2044,2343.07,6001.0,D. R. LANG
2045,2343.08,6001.0,"LAKE SANDY ACRES 1,2"
2046,2344.0,6004.0,OLD RIVER ACRES 1
2047,2344.02,6004.0,OLD RIVER ACRES #1 PAR R/P
2048,2344.03,6006.0,"SONOMA RANCH SEC 1,3"
2049,2344.04,6006.0,SONOMA RANCH SEC 2
2050,2344.05,6006.0,"RANCHO VERDE SEC 1-4,6,8"
2051,2344.06,6006.0,"SONOMA RANCH SEC 5,6,7"
2052,2345.0,6006.0,"CARPENTERS LANDING SEC 1,2,3"
2053,2345.01,6006.0,"CARPENTERS LANDING SEC 4,5,7,8"
2054,2352.0,18043.0,KINGWOOD LAKE VILLAGE #2
2055,2353.0,18041.0,KINGS FOREST SEC. 1
2056,2353.01,18041.0,KINGS FOREST ESTATES #1
2057,2354.0,18025.0,BEAR BRANCH VILLAGE #1 & 2
2058,2354.01,18027.0,VILLAGE FALLS
2059,2354.02,18025.0,BEAR BRANCH VILLAGE 3
2060,2354.03,18027.0,BROWNSTONE SQUARE OF KINGWOOD
2061,2355.0,18009.0,"WOODLAND HILLS VLG PT# 4,8,9"
2062,2356.0,18007.0,"SHERWOOD TRAILS #1, PT. 2"
2063,2356.02,18007.0,"SHERWOOD TRAILS 3,4"
2064,2357.0,18020.0,"FOREST COVE PT.2,3 & SEC 5,6"
2065,2358.0,18021.0,"FRST COVE CC ESTS 1,2 & OTHERS"
2066,2359.0,18005.0,HAMBLEN ROAD ESTATES
2067,2360.0,18044.0,FOREST COVE CONDO I
2068,2361.0,18019.0,FOREST COVE SEC 7
2069,2361.01,18019.0,FOREST COVE PT. SEC 1 & 2
2070,2361.02,18019.0,FOREST COVE PT #7 U/R (97 DELN
2071,2362.0,18044.0,FOREST COVE TH R/P
2072,2362.01,18044.0,FOREST COVE T/H R/P UR
2073,2363.0,18021.0,FOREST COVE CC ESTS SEC 4 & 4A
2074,2364.0,18014.0,"ATASCOCITA NORTH #1,2 SEC 3R/P"
2075,2364.01,18013.0,"ATASCOCITA NORTH PT 2,3 R/P"
2076,2365.0,18029.0,OAKS OF ATASCOCITA PT. #3
2077,2365.01,18028.0,OAKS OF ATASCOCITA SEC 4
2078,2365.02,18028.0,OAKS OF ATASCOCITA SEC 6
2079,2365.03,18029.0,OAKS OF ATASCOCITA PT. #3
2080,2365.04,18040.0,ATASCOCITA OAKS ESTATES
2081,2366.0,18029.0,"OAKS OF ATASCOCITA #1,2"
2082,2366.01,18050.0,ATASCA OAKS ESTATES PAR R/P 1
2083,2366.04,18050.0,RIVERGROVE
2084,2366.05,18050.0,RIVERGROVE SEC 3
2085,2366.06,18050.0,"RIVERGROVE SEC 4,5"
2086,2367.0,18012.0,ATASCOCITA TRAILS PT. #1
2087,2368.0,18013.0,ATASCOCITA TRAILS PT 1 YB>92
2088,2368.01,18001.0,CONTINENTIAL PLAZA SEC 1 U/R
2089,2369.0,18007.0,SHERWOOD TRAILS #2
2090,2369.01,18045.0,ELM GROVE VILLAGE TH
2091,2370.0,18011.0,"HUNTERS RIDGE VILLAGE SEC 2,3,4"
2092,2371.0,18011.0,HUNTERS RIDGE WILLAGE PT. SEC 1
2093,2372.0,18011.0,HUNTERS RIDGE VILLAGE PT. SEC1
2094,2373.0,18011.0,"ELM GROVE VILLAGE #1,2,3"
2095,2373.01,18011.0,ELM GROVE VLG PT. SEC 3
2096,2373.02,18011.0,ELM GROVE VLG PT. SEC 3
2097,2374.0,18031.0,PINEHURST OF ATASCOCITA #4
2098,2375.0,18034.0,ATASCOCITA SHORES #4
2099,2376.0,18027.0,ATASCOCITA SHORES PT.#5
2100,2376.01,18035.0,ATASCOCITA SHORES #5 (WTFRT)
2101,2377.0,18031.0,ATASCOCITA SHORES #2
2102,2377.02,18035.0,ATASCOCITA SHORES PT. SEC 6 (WATER)
2103,2377.03,18035.0,ATASCOCITA SHORES PT. SEC 6
2104,2377.04,18035.0,ATASCOCITA SHORES PT2 LAKE/CAN
2105,2378.0,18031.0,"PINEHURST OF ATASCOCITA 1,2,9"
2106,2378.01,18031.0,ISLAND GREENS SEC 1 R/P
2107,2379.0,18031.0,"PINEHURST OF ATASCOCITA 7,11"
2108,2379.01,18037.0,PINEHURST OF ATASCOCITA #11 GC
2109,2379.02,18037.0,PINEHURST OF ATASCOCITA PT #7
2110,2379.04,18034.0,ESTATES OF PINEHUSRST (GC)
2111,2379.06,18036.0,KINGS RIVER VILLAS
2112,2380.0,18045.0,PINEHURST OF ATASCOCITA #3 TH
2113,2380.01,18044.0,VIG OF ATASCO. SHRS TH CONDO
2114,2380.02,18037.0,CLUB POINT
2115,2381.0,18031.0,ATASCOCITA SHORES SEC 1
2116,2381.04,18028.0,CLAYTONS PARK SEC 1 - 5
2117,2381.05,18028.0,"CLAYTONS PARK SEC 6, PARK EAST SEC 1,2"
2118,2382.0,18037.0,PINEHURST OF ATASCOCITA 2
2119,2383.0,18045.0,PINEHURST/ATAS. GOF VILLA TH10
2120,2383.01,18027.0,"GOLF VILLAS OF ATASC,OTHERS"
2121,2384.0,18032.0,PINES OF ATASCOCITA SEC 1
2122,2384.01,18028.0,PINES OF ATASCOCITA SEC 2
2123,2384.02,18028.0,PINES OF ATASCOCITA SEC 4
2124,2385.0,18026.0,GREEN TREE VILLAGE #1 AMEND
2125,2385.01,18026.0,GREEN TREE VILLAGE #5
2126,2386.0,18022.0,"BEAR BRANCH VILLAGE #4,5"
2127,2387.0,18041.0,"KINGS FOREST PT. #2,3"
2128,2387.01,18041.0,KINGSWAY COURT
2129,2387.04,18040.0,"KINGWOOD GREENS VLG 1,R/P (95)"
2130,2387.05,18040.0,KINGWOOD GREENS VLG 2
2131,2387.06,18042.0,"KINGWOOD GREENS VLG #3,PAR R/P"
2132,2387.07,18040.0,KINGWOOD GREENS VILLAGE COURT
2133,2387.08,18042.0,KINGWOOD GREENS VILLAGE #4
2134,2387.09,18040.0,"KINGWOOD GRNS VLG 4,2ND PT R/P"
2135,2388.0,18041.0,KINGS FOREST PT. #2
2136,2388.03,18047.0,REGENT SQUARE BROWNSTONES
2137,2388.05,18047.0,VILLAS AT KINGS HARBOR AMEND
2138,2389.0,18043.0,KINGWOOD LAKE VILLAGE #4 R/P 2
2139,2390.0,18027.0,"KINGWOOD LAKE VILLAGE #1,5 R/P"
2140,2391.0,18026.0,GREEN TREE VILLAGE #2 & PT. 4
2141,2391.01,18011.0,KINGS CROSSING PT. #7 YB<86
2142,2391.03,18044.0,"KING CROSSING T/H CONDO PH.1,2"
2143,2391.04,18008.0,"KINGS CROSSING PT #7,10 YB>85"
2144,2391.05,18008.0,KINGS CROSSING SEC. 14
2145,2391.06,18036.0,"GREENTREE VILLAGE SEC. 3,4,6, 7"
2146,2391.07,18008.0,"KINGS CROSSING SEC 18,21,22"
2147,2391.08,18036.0,GREENTREE VILLAGE SEC 8 (93)
2148,2391.09,18008.0,KINGWOOD ESTATES
2149,2392.0,18040.0,"KPV #9, PT 10,9 R/P,#9,2ND R/P"
2150,2392.01,18040.0,"KINGS PT VLG #10,3RD PT. R/P"
2151,2392.02,18042.0,"KINGS POINT VLG #12,13)"
2152,2392.03,18040.0,KINGS POINT VLG #11
2153,2392.06,18040.0,"ROYAL SHORES SEC 3,5,6"
2154,2392.07,18040.0,"ROYAL SHORES PATIO HOMES SEC 1,2,3"
2155,2392.08,18040.0,"ROYAL SHORES SEC 6, PT SEC 3 LG LOTS"
2156,2393.0,18039.0,"SAND CREEK VLG 1,R/P 1,PT 2 & 4"
2157,2393.01,18039.0,SAND CREEK VILLAGE #3 R/P & #5
2158,2393.02,18039.0,SAND CREEK VILLAGE #2/OTHERS
2159,2394.0,18038.0,FOSTER MILL VILLAGE SEC. 1
2160,2394.02,18042.0,KINGS POINT VLG. #1A R/P2
2161,2394.03,18043.0,FOSTERS MILL VLG #2
2162,2394.04,18042.0,"FOSTERS MILL VLG #3, PT.4"
2163,2394.05,18042.0,FOSTERS MILL VLG PT.#4 PAR R/P
2164,2394.06,18040.0,"KINGS POINT VLG #3 R/P, #5"
2165,2394.07,18040.0,"KINGS POINT VLG SEC 6 R/P,8 RP"
2166,2394.08,18042.0,KINGS POINT VILLAGE SEC. 4
2167,2394.09,18042.0,"KINGS POINT VILLAGE SEC 7,RP,"
2168,2395.0,18031.0,"PINEHURST OF ATASCOCITA #5,6"
2169,2395.01,18030.0,PINEHURST OF ATASCOCITA #8
2170,2395.03,18030.0,PINEHURST OF ATAS AMND YB<93
2171,2395.04,18034.0,"KINGS RIVER VILLAGE 9 PT R/P,10"
2172,2395.05,18040.0,KINGS RIVER VILLAGE SEC 1
2173,2395.06,18008.0,"KINGS RIVER VLG 2,3 & 4(96)"
2174,2395.07,18034.0,"KINGS RIVER ESTATES SEC 1,2"
2175,2395.09,18008.0,"KINGS RIVER VLGE 5,6,7,8,11,12"
2176,2396.0,18012.0,"ATASCOCITA SOUTH 1,2,3"
2177,2396.01,18013.0,"ATASCOCITA SOUTH #1,2,3 YB>87"
2178,2396.02,18013.0,ATASCOCITA SOUTH PT 1-3 YB>91
2179,2396.03,18013.0,ATAS. SOUTH SEC 4/00 5/01 6/03
2180,2397.0,18012.0,"ATASCOCITA TRAILS PT. #1,2"
2181,2397.01,18028.0,ATASCOCITA TRAILS PT.#2 YB>88
2182,2398.0,18018.0,NORTH HOLLOW ESTATES R/P
2183,2399.0,18003.0,RIGGS SUB
2184,24.0,4130.0,"COPPERFEILD PLACE VLG 3,4,5"
2185,24.01,4030.0,LANGHAM CREEK COLONY T/H 2
2186,24.02,4034.0,"LANGHAM CREEK COL T/H R/P #1,2"
